ID;Sustantivo;Autor;Cita;Forma;Siglo;Texto;Caso;Número;Preposición;Adjetivo Núcleo;Participio;Verbo;Colocación
294;odium;Cicerón;fam. 5.6.2;prosa;s. I a.C.;sed partim odio inducti me excludunt et aperte vindicem coniurationis oderunt, partim non credunt et a me insidias metuunt nec putant ei nummos deesse posse qui ex obsidione feneratores exemerit;ablativo;Singular;;inductus;SÍ;induco;SÍ
297;invidia;Cicerón;De Domo Sua 88, 2;prosa;s. I a. C.;Ac si me populus Romanus, incitatus iracundia aut invidia, e civitate eiecisset idemque postea mea in rem publicam beneficia recordatus se conlegisset, temeritatem atque iniuriam suam restitutione mea reprehendisset, tamen profecto nemo tam esset amens qui mihi tale populi iudicium non dignitati potius quam dedecori putaret esse oportere. ;ablativo;Singular;;incitatus;SÍ;incito;SÍ
298;odium;Cicerón;leg. 2.56;prosa;s. I a.C.;C. Marii sitas reliquias apud Anienem dissipari iussit Sulla uictor acerbiore odio incitatus, quam si tam sapiens fuisset, quam fuit uehemens.;ablativo;Singular;;incitatus;SÍ;incito;SÍ
299;odium;Cicerón;Cluent. 181;prosa;s. I a.C.;Atque etiam incensa odio pristino Nicostratum eundem illum tum sine causa in quaestionem postulavit.;ablativo;Singular;;incensus;SÍ;incendo;SÍ
300;odium;Cicerón;Mil. 63;prosa;s. I a.C.;Sive enim illud animo irato ac percito fecisset ut incensus odio trucidaret inimicum, arbitrabantur eum tanti mortem P. Clodi putasse ut aequo animo patria careret, cum sanguine inimici explesset odium suum;ablativo;Singular;;incensus;SÍ;incendo;SÍ
301;laetitia;Cicerón;Fam. 2, 9, 2, 8;prosa;s. I a.C.;repente vero incessi íomnibus laetitiis <laetus>.;ablativo;Plural;;laetus;NO;incedo;SÍ
303;odium;Cicerón;dom. 60;prosa;s. I a.C.;Sed quid ego vestram crudelitatem exprobro quam in ipsum me ac meos adhibuistis, qui parietibus, qui tectis, qui columnis ac postibus meis hostificum quoddam et nefarium omni imbutum odio bellum intulistis?;ablativo;Singular;;imbutus;SÍ;imbuo;SÍ
304;odium;Cicerón;rep. 5.11;prosa;s. I a.C.;"Quae cum Scipio dixisset, admodum probans Mummius; erat enim odio †quorum rhetorum inbutus . . .";ablativo;Singular;;imbutus;SÍ;imbuo;SÍ
307;laetitia;Cicerón;Dom. 76, 3;prosa;s. I a.C.;Itaque ille unus dies, quo die me populus / Romanus a porta in Capitolium atque inde domum sua / celebritate laetitiaque comitatum honestavit, tantae mihi / iucunditati fuit ut tua mihi conscelerata illa vis non modo / non propulsanda, sed etiam <excitanda> fuisse videatur.;ablativo;Singular;;comitatus;SÍ;honesto;SÍ
319;invidia;Cicerón;Pro Sestio 140, 6;prosa;s. I a. C.;Atque hunc tamen flagrantem invidia propter interitum C. Gracchi [semper] ipse populus Romanus periculo liberavit: alia quaedam civem egregium iniqui iudici procella pervertit. ;ablativo;Singular;;flagrans;SÍ;flagro;SÍ
330;laetitia;Cicerón;Tusc. 5, 16, 11;prosa;s. I a. C.;elatus ille levitate inanique laetitia exultans et temere / gestiens nonne tanto miserior, quanto sibi videtur bea/ tior?;ablativo;Singular;;exsultans;SÍ;exsulto;SÍ
342;gaudium;Cicerón;De Republica 3, 42, 3 ;prosa;s. I a.C.;Quae cum dixisset Laelius, etsi omnes, qui aderant, significabant ab eo se esse admodum delectatos, tamen praeter ceteros Scipio quasi quodam gaudio elatus: Multas tu quidem, inquit, Laeli, saepe causas ita defendisti, ut ego non modo tecum Servium Galbam, collegam nostrum, quem tu, quoad vixit, omnibus anteponebas, verum ne Atticorum quidem oratorum quemquam aut sua<vitate>. ;ablativo;Singular;;elatus;SÍ;effero;SÍ
343;laetitia;Cicerón;Deiot. 26, 2;prosa;s. I a. C.;Ait / hac laetitia Deiotarum elatum vino se obruisse in con/ vivioque nudum saltavisse.;ablativo;Singular;;elatus;SÍ;effero;SÍ
345;laetitia;Cicerón;Fam. 13, 18, 1, 1;prosa;s. I a. C.;CICERO SERVIO S. / Non concedam ut Attico nostro, quem elatum laetitia vidi, / iucundiores tuae suavissime ad eum et humanissime scriptae / litterae fuerint quam mihi.;ablativo;Singular;;elatus;SÍ;effero;SÍ
349;odium;Cicerón;Sest. 111;prosa;s. I a.C.;Sed elatus odio et meo et rei publicae nomine, quorum ille utri sit inimicior nescio, plura dixi quam dicendum fuit in furiosissimum atque egentissimum ganeonem.;ablativo;Singular;;elatus;SÍ;effero;SÍ
350;laetitia;Cicerón;Tusc. 4, 66, 9;prosa;s. I a. C.;"eodem enim / vitio est ecfusio animi in laetitia quo in dolore contrac/ tio, eademque levitate cupiditas est in appetendo qua / laetitia in fruendo, et ut nimis adflicti molestia, sic / nimis elati laetitia iure iudicantur leves; et, cum in/ videre aegritudinis sit, malis autem alienis voluptatem / capere laetitiae, utrumque immanitate et feritate qua/ dam proponenda castigari solet; atque ut cavere decet, / timere non decet, sic gaudere decet, laetari non decet, / quoniam docendi causa a gaudio laetitiam distingui/ mus";ablativo;Singular;;elatus;SÍ;effero;SÍ
353;laetitia;Cicerón;Tusc. 5, 17, 9;prosa;s. I a. C.;"Atqui alterum dici non potest, quin i, qui nihil me/ tuant, nihil angantur, nihil concupiscant, nulla impo/ tenti laetitia ecferantur, beati sint, itaque id tibi con/ cedo; alterum autem iam integrum non est.";ablativo;Singular;;impotens;SÍ;effero;SÍ
360;odium;Cicerón;De orat. 2.238;prosa;s. I a.C.;"Haec igitur adhibenda est primum in iocando moderatio; itaque ea facillime luduntur, quae neque odio magno neque misericordia maxima digna sunt";ablativo;Singular;;dignus;NO;dignus sum;SÍ
361;odium;Cicerón;fin. 5.47;prosa;s. I a.C.;nonne odio multos dignos putamus, qui quodam motu aut statu videntur naturae legem et modum contempsisse?;ablativo;Singular;;dignus;NO;dignus esse;SÍ
362;odium;Cicerón;fin. 2.79;prosa;s. I a.C.;Primum cur ista res digna odio est, nisi quod est turpis?;dativo;Singular;;dignus;NO;dignum esse;SÍ
368;invidia;Cicerón;Pro Rabirio Perduell. Reo 2, 7;prosa;s. I a. C.;Non enim C. Rabirium culpa delicti, non invidia vitae, Quirites, non denique veteres iustae gravesque inimicitiae civium in discrimen capitis vocaverunt, sed ut illud summum auxilium maiestatis atque imperi quod nobis a maioribus est traditum de re publica tolleretur, ut nihil posthac auctoritas senatus, nihil consulare imperium, nihil consensio bonorum contra pestem ac perniciem civitatis valeret, idcirco in his rebus evertendis unius hominis senectus, infirmitas solitudoque temptata est. ;ablativo;Singular;;delictus;SÍ;delinquo;SÍ
380;invidia;Cicerón;Pro Cluentio 94, 14;prosa;s. I a. C.;"Sulla maximis opibus, cognatis, adfinibus, necessariis, clientibus plurimis, haec autem apud Iunium parva et infirma et ipsius labore quaesita atque conlecta; hic tribunus plebis modestus, pudens, non modo non seditiosus sed etiam seditiosis adversarius, ille autem acerbus, criminosus, popularis homo ac turbulentus; tempus hoc tranquillum atque placatum, illud omnibus invidiae tempestatibus concitatum. ";genitivo;Singular;;concitatus;SÍ;concito;SÍ
397;invidia;Cicerón;De Oratore 3, 8, 5;prosa;s. I a. C.;Non vidit flagrantem bello Italiam, non ardentem invidia senatum, non sceleris nefarii principes civitatis reos, non luctum filiae, non exsilium generi, non acerbissimam C. Mari fugam, non illam post reditum eius caedem omnium crudelissimam, non denique in omni genere deformatam eam civitatem, in qua ipse florentissima multum omnibus [gloria] praestitisset. ;ablativo;Singular;;ardens;SÍ;ardeo;SÍ
399;odium;Cicerón;Phil. 4.4;prosa;s. I a.C.;Ita enim se recipiebat ardens odio vestri, cruentus sanguine civium Romanorum quos Suessae, quos Brundisi occiderat ut nihil nisi de pernicie populi Romani cogitaret.;ablativo;Plural;;ardens;SÍ;ardeo;SÍ
400;odium;Cicerón;Phil. 5.42;prosa;s. I a.C.;Advolabat ad urbem a Brundisio homo impotentissimus, ardens odio, animo hostili in omnis bonos cum exercitu Antonius;ablativo;Singular;;ardens;SÍ;ardeo;SÍ
431;odium;Cicerón;Att. 2.19.3;prosa;s. I a.C.;sed est iam una vox omnium, magis odio firmata quam praesidio.;ablativo;Singular;;firmatus;SÍ;;SÍ
432;odium;Cicerón;Att. 4.2.4;prosa;s. I a.C.;ed tamen, cum horas tris fere dixisset, odio et strepitu senatus coactus est aliquando perorare;ablativo;Singular;;coactus;SÍ;;SÍ
437;timor;Cicerón;Epistulae ad Atticum 4, 1, 1, 8;prosa;s. I a. C.;"cognoram enim, ut vere scribam, te in consiliis mihi dandis nec fortiorem nec prudentiorem quam me ipsum nec etiam propter meam in te observantiam nimium in custodia salutis meae diligentem; eundemque te, qui primis temporibus erroris nostri aut potius furoris particeps et falsi timoris socius fuisses, acerbissime discidium nostrum tulisse plurimumque operae, studi, diligentiae, laboris ad conficiendum reditum meum contulisse. ";genitivo;Singular;;socius;NO;;NO
438;timor;Cicerón;Epistulae ad Atticum 5, 21, 2, 14;prosa;s. I a. C.;"Bibuli nondum erant adlatae; quas certo scio plenas timoris fore. ";genitivo;Singular;;plenus;NO;;SÍ
439;timor;Cicerón;Epistulae ad Atticum 7, 12, 2, 3;prosa;s. I a. C.;", vidi Libonem; plena timoris et erroris omnia. ";genitivo;Singular;;plenus;NO;;SÍ
442;timor;Cicerón;Epistulae ad Familiares 16, 14, 1, 2;prosa;s. I a. C.;"TULLIUS TIRONI S. Andricus postridie ad me venit quam exspectaram; itaque habui noctem plenam timori[2bu>s ac miseriis. ";dativo;plural;;plenus;NO;;SÍ
445;timor;Cicerón;Epistulae ad Quintum Fratrem 3, 4, 1, 4;prosa;s. I a. C.;"omnino nihil accusatore Lentulo subscriptoribusque eius infantius, nihil illo consilio sordidius; sed tamen nisi incredibilis contentio preces Pompei, dictaturae etiam rumor plenus timoris fuisset, ipsi Lentulo non respondisset, qui tamen illo accusatore illoque consilio sententiis condemnatus sit <X>XXII cum LXX tulissent. ";genitivo;Singular;;plenus;NO;;SÍ
459;odium;Cicerón;Sull. 88;prosa;s. I a.C.;Nihil video esse in hoc P. Sulla, iudices, odio dignum, misericordia digna multa.;dativo;Singular;;dignus;NO;;SÍ
460;odium;Cicerón;Verr. II 4.73;prosa;s. I a.C.;videte hominis virtutem et diligentiam, ut et domesticis praeclarissimae virtutis exemplis gaudeatis et eo maiore odio dignam istius incredibilem audaciam iudicetis;dativo;Singular;;dignus;NO;;SÍ
464;timor;Cornelio Nepote;Vitae Di, 8, 4, 3;prosa;s. I a. C.;illae timore perterritae conueniunt, cuius de periculo timebant. ;ablativo;singular;;perterritus;SÍ;perterreo;SÍ
469;odium;Cornelio Nepote;Timoth. 3.5;prosa;s. I a.C.;ille odio ingratae ciuitatis coactus Chalcidem se contulit;ablativo;Singular;;coactus;SÍ;cogo;SÍ
471;timor;Cornelio Nepote;Vitae Alc, 5, 1, 1;prosa;s. I a. C.;Neque uero his rebus tam amici Alcibiadi sunt facti quam timore ab eo alienati. ;ablativo;singular;;alienatus;SÍ;alieno;SÍ
477;timor;Corpus Cesariano;Bellum Hispaniense 4, 3, 1;prosa;s. I a. C.;hoc timore adductus Sex. Pompeius litteras fratri misit ut celeriter sibi subsidio veniret, ne prius Caesar Cordubam caperet quam ipse illo venisset;ablativo;Singular;;adductus;SÍ;adduco;SÍ
481;gaudium;Curcio Rufo;Historiae Alexandri Magni 8, 4, 27, 1;prosa;s. I d. C;Insperato gaudio laetus pater sermonem eius excipit, et rex in medio cupiditatis ardore iussit adferri patrio more panem Ð hoc erat apud Macedonas sanctissimum coeuntium pignus Ð quem divisum gladio uterque libabat. ;ablativo;Singular;;laetus;NO;laetor;SÍ
486;gaudium;Curcio Rufo;Historiae Alexandri Magni 4, 6, 26, 2;prosa;s. I d. C;Sed cum undique telis * * * quo adducto insolenti gaudio iuvenis elatus, alias virtutis etiam in hoste mirator, ÒNon, ut voluisti,Ó inquit Òmorieris, sed, quicquid in captivum inveniri potest, passurum esse te cogita. ;ablativo;Singular;;adductus;SÍ;effero;SÍ
487;gaudium;Curcio Rufo;Historiae Alexandri Magni 6, 7, 24, 3;prosa;s. I d. C;Ibi Cebalinus gaudio elatus ÒHabeo teÓ inquit Òincolumem ex impiorum manibus ereptum.;ablativo;Singular;;elatus;SÍ;effero;SÍ
488;gaudium;Curcio Rufo;Historiae Alexandri Magni 7, 8, 5, 1 ;prosa;s. I d.C.;Laeti ergo et manantibus gaudio lacrimis consalutant eum et, quod ante recusaverant bellum, feroces deposcunt.;ablativo;Singular;;manans;SÍ;consaluto;SÍ
489;odium;Curcio Rufo;8.14.41;prosa;s. I d.C.;"Quem rex ut vidit adlevantem oculos, non odio sed miseratione commotus ""Quae, malum,"" inquit ""amentia te coegit rerum mearum cognita fama belli fortunam experiri, cum Taxilis esset in deditos clementiae meae tam propinquum tibi exemplum?""";ablativo;Singular;;commotus;SÍ;commoveo;SÍ
492;gaudium;Curcio Rufo;Historiae Alexandri Magni 9, 5, 11, 3;prosa;s. I d.C.;Itaque ad spoliandum corpus, qui vulneraverat, alacer gaudio accurrit.;ablativo;Singular;;alacer;NO;accurro;SÍ
500;invidia;Estacio;Silvae 5, 5, 78;verso;s. I d. C.;nonne horridus –́⏓ invidia superos iniustaque Tartara pulsem? ;ablativo;singular;;horridus;NO;pulso;SÍ
507;timor;Estacio;Thebais 1, 379;verso;s. I d. C;ac uelut hiberno deprensus nauita ponto, cui neque Temo piger neque amico sidere monstrat Luna uias, medio caeli pelagique tumultu stat rationis inops, iam iamque aut saxa malignis expectat summersa uadis aut uertice acuto spumantes scopulos erectae incurrere prorae: talis opaca legens nemorum Cadmeius heros accelerat, uasto metuenda umbone ferarum excutiens stabula, et prono uirgulta refringit pectore (dat stimulos animo uis maesta timoris) donec ab Inachiis uicta caligine tectis emicuit lucem deuexa in moenia fundens Larisaeus apex. ;genitivo;singular;;maestus;NO;do;SÍ
512;odium;Estacio;Theb. 1.425;verso;s. I d.C.;sic alacres odio nullaque cupidine laudis / accensi incurrunt, scrutatur et intima uultus / unca manus penitusque oculis cedentibus intrat;ablativo;Singular;;alacer;NO;accendo;SÍ
514;odium;Estacio;Theb. 1.2;verso;s. I d. C;Fraternas acies alternaque regna profanis / decertata odiis sontesque euoluere Thebas / Pierius menti calor incidit;ablativo;Plural;;decertatus;SÍ;;SÍ
516;laetitia;Estacio;Theb. 8, 752;verso;s. I d. C;erigitur Tydeus uultuque occurrit et amens / laetitiaque iraque, ut singultantia uidit / ora trahique oculos seseque agnouit in illo, / imperat abscisum porgi, laeuaque receptum / spectat atrox hostile caput, gliscitque tepentis / lumina torua uidens et adhuc dubitantia figi.;ablativo;Singular;;amens;NO;;SÍ
517;odium;Estacio;Theb. 8.70;verso;s. I d. C;atque adeo fratres (nostrique haec omina sunto prima odii), fratres alterna in uulnera laeto / Marte ruant;genitivo;Singular;;primus;NO;;NO
519;invidia;Estacio;Thebais 2, 15;verso;s. I d. C.;tum steriles luci possessaque manibus arua et ferrugineum nemus astupet, ipsaque Tellus miratur patuisse retro, nec liuida tabes inuidiae functis quamquam et iam lumine cassis defuit. ;genitivo;singular;;lividus;NO;;SÍ
521;gaudium;Fedro;Appendix 16, 27;verso;s. I d. C;Ubi nuntiatum est, recreatus gaudiis / Hortante Baccho et Venere, dulces perficit / Aequalitatis inter plausus nuptias.;ablativo;plural;;recreatus;SÍ;recreo;SÍ
523;timor;Fedro;Fabulae Aesopiae 2, 8, 3;verso;s. I d. C;Cervus nemorosis excitatus latibulis, Ut venatorum effugeret instantem necem, Caeco timore proximam villam petit Et opportuno se bovili condidit. ;ablativo;singular;;caecus;NO;peto;SÍ
529;gaudium;Fedro;Fabulae 2, 5, 22;verso;s. I d. C;Ille enimvero assilit, / Donationis alacer certae gaudio. / Tum sic iocata est tanta maiestas ducis: / ÒNon multum egisti et opera nequiquam perit: / Multo maioris alapae mecum veneuntÓ.;ablativo;singular;;alacer;NO;;SÍ
532;gaudium;Frontino;Strategemata 3, 10, 3, 3;prosa;s. I d. C;Hannibal, cum obsideret civitatem Himeram, castra sua capi de industria passus est, iussis recedere Poenis, tamquam praevaleret hostis: quo eventu Himeraeis ita deceptis, ut gaudio impulsi relicta urbe procurrerent ad Punicum vallum, Hannibal vacuam urbem per eos, quos in insidiis ad hanc ipsam occasionem posuerat, cepit.;ablativo;singular;;impulsus;SÍ;impello;SÍ
536;laetitia;Frontón;1, 3, 3, 3;prosa;s. II d. C.;"Crede istud mihi, / tanta me laetitia perfusum, ut rescribere tibi ilico non potuerim; / sed eas quidem litteras, quas ad priorem epistulam tuam iam / rescripseram, dimisi ad te; sequentem autem tabellarium retinui, / quo ex gaudio resipiscerem.";ablativo;Singular;;perfusus;SÍ;perfundo;SÍ
543;timor;Higino;Fabulae 145, 4, 2;prosa;s. II d. C.;at Iuno formidinem ei misit, cuius timore exagitata<m> coegit eam ut se in mare praecipitaret, quod mare Ionium est appellatum.;ablativo;singular;;exagitatus;SÍ;exagito;SÍ
544;timor;Higino Astr.;Astronomica 2, 18, 1, 20;prosa;s. II d. C.;Vnde uictor profugiens, post fontis inuentionem cum ad caelum contenderet euolare neque longe abesset, despiciens ad terram, timore permotus decidit ibique perisse dicitur. ;ablativo;singular;;permotus;SÍ;permoveo;SÍ
545;timor;Higino Astr.;Astronomica 2, 28, 1, 13;prosa;s. II d. C.;"Quo timore permotos in alias figuras se conuertisse; Mercurium factum esse ibim, Apolm autem, quae Threicia auis uocatur, Dianam aeluro simulatam. ";ablativo;singular;;permotus;SÍ;permoveo;SÍ
547;laetitia;Hirtius;Gall. VIII 8, 29, 3, 2;prosa;s. I a. C.;at nostri equites, qui paulo / ante cum resistentibus fortissime conflixerant, laetitia / victoriae elati, magno undique clamore sublato ceden/ tibus circumfusi, quantum equorum vires ad persequen/ dum dextraeque ad caedendum valent, tantum eo proelio / interficiunt.;ablativo;Singular;;elatus;SÍ;effero;SÍ
548;timor;Homerus Latinus;Ilias Latina 715 ;verso;s. I d. C;"ille timore pavens ívitam concediteí dixit, íhoc unum satis est; quod si perstatis in ira, quanta ex morte mea capietis praemia laudis? ";ablativo;singular;;pavens;SÍ;paveo;SÍ
555;odium;Horacio;sat. 1.7.6;verso;s. I d.C.;Persius hic permagna negotia dives habebatClazomenis et iam litis cum Rege molestas,durus homo atque odio qui posset vincere Regem,confidens, tumidus, adeo sermonis amari,Sisennas, Barros ut equis praecurreret albis.;dativo;Singular;;durus;NO;sum;SÍ
563;odium;Horacio;epist. 1.20.9;verso;s. I d. C;quodsi non odio peccantis desipit augur,carus eris Romae, donec te deserat aetas;ablativo;Singular;;peccans;SÍ;desipio;SÍ
565;laetitia;Horacio;ars 428;verso;s. I d. C;"tu seu donaris seu quid donare voles cui, / nolito ad versus tibi factos ducere plenum / laetitiae; clamabit enim ípulchre, bene, recteí, / pallescet, super his etiam stillabit amicis / ex oculis rorem, saliet, tundet pede terram.";genitivo;Singular;;plenus;NO;;SÍ
582;timor;Lucano;2,67;verso;s. I d. C;atque aliquis magno quaerens exempla timori ínon aliosí inquit ímotus tum fata parabant cum post Teutonicos uictor Libycosque triumphos exul limosa Marius caput abdidit ulua. ;dativo;singular;;quaerens;SÍ;quaero;SÍ
589;odium;Lucano;2,377;verso;s. I d. C;uni quippe uacat studiis odiisque carenti humanum lugere genus;ablativo;Plural;;carens;SÍ;careo;SÍ
592;invidia;Lucrecio;De Rerum Natura 5, 1126;verso;s. I a. C.;"at claros homines voluerunt se atque potentes, ut fundamento stabili fortuna maneret et placidam possent opulenti degere vitam, ne quiquam, quoniam ad summum succedere honorem certantes iter infestum fecere viai, et tamen e summo, quasi fulmen, deicit ictos invidia inter dum contemptim in Tartara taetra; invidia quoniam ceu fulmine summa vaporant plerumque et quae sunt aliis magis edita cumque; ut satius multo iam sit parere quietum quam regere imperio res velle et regna tenere. ";ablativo;Singular;;ictus;SÍ;vaporo;SÍ
595;timor;Lucrecio;De Rerum Natura 5, 1223;verso;s. I a. C.;non populi gentesque tremunt, regesque superbi corripiunt divum percussi membra timore, ne quod ob admissum foede dictumve superbe poenarum grave sit solvendi tempus adauctum? ;ablativo;Singular;;percussus;SÍ;percutio;SÍ
598;laetitia;Lucrecio;3,116;verso;s. I a. C.;Praeterea molli cum somno dedita membra / effusumque iacet sine sensu corpus honustum, / est aliud tamen in nobis quod tempore in illo / multimodis agitatur et omnis accipit in se / laetitiae motus et curas cordis inanis.;genitivo;Singular;;motus;SÍ;accipio;SÍ
603;laetitia;M. Tullius Tiro;gramm. 6, 18;prosa;s. I a. C.;advorsae res edomant et docent, quid / opus siet facto, secundae res laetitia transvorsum / trudere solent a recte consulendo atque intellegendo.;ablativo;Singular;;transversus;SÍ;trudo;SÍ
627;invidia;Marcial;Epigrammata 5, 6, 5;verso;s. II d. C.;VI Si non est grave nec nimis molestum, Musae, Parthenium rogate vestrum: Sic te serior et beata quondam Salvo Caesare finiat senectus Et sis invidia favente felix, Sic Burrus cito sentiat parentem: Admittas timidam brevemque chartam Intra limina sanctioris aulae. ;ablativo;Singular;;favens;SÍ;faveo;SÍ
631;timor;Ovidio;Epistulae 13, 124;verso;s. I d. C;"Sed cum Troia subit, subeunt ventique fretumque; spes bona sollicito victa timore cadit. ";ablativo;Singular;;victus;SÍ;vinco;SÍ
632;timor;Ovidio;Epistulae ex Ponto 1, 2, 62;verso;s. I d. C;Cum uideo quam sint mea fata tenacia, frangor spesque leuis magno uicta timore cadit, nec tamen ulterius quicquam speroue precorue quam male mutato posse carere loco. ;ablativo;Singular;;victus;SÍ;vinco;SÍ
636;timor;Ovidio;Epistulae ex Ponto 3, 1, 153;verso;s. I d. C;"Plura quidem subeunt, sed sunt turbata timore; haec quoque uix poteris uoce tremente loqui. ";ablativo;Singular;;turbatus;SÍ;turbo;SÍ
639;timor;Ovidio;met. 4, 529;verso;s. I d. C;"inminet aequoribus scopulus: pars ima cavatur fluctibus et tectas defendit ab imbribus undas, summa riget frontemque in apertum porrigit aequor; occupat hunc Ino seque super pontum nullo tardata timore mittit onusque suum; percussa recanduit unda. ";ablativo;Singular;;tardatus;SÍ;tardo;NO
640;timor;Ovidio;Epistulae 16, 84;verso;s. I d. C;"dulce Venus risit; ""nec te, Pari, munera tangant utraque suspensi plena timoris!"" ait; ""nos dabimus, quod ames, et pulchrae filia Ledae ibit in amplexus pulchrior illa tuos! ";genitivo;Singular;;plenus;NO;suspendo;SÍ
645;timor;Ovidio;Epistulae 1, 12;verso;s. I d. C;res est solliciti plena timoris amor. ;genitivo;Singular;;plenus;NO;sum;SÍ
647;timor;Ovidio;Epistulae 8, 76;verso;s. I d. C;"omnia luctus, omnia solliciti plena timoris erant; flebat avus Phoebeque soror fratresque gemelli, orabat superos Leda suumque Iovem. ";genitivo;Singular;;plenus;NO;sum;SÍ
667;timor;Ovidio;Tristia 5, 12, 56;verso;s. I d. C;†omnia barbariae loca sunt vocisque ferinae omnia quae possint plena timore soni†. ;ablativo;Singular;;plenus;NO;sono;SÍ
670;timor;Ovidio;met. 10, 29;verso;s. I d. C;per ego haec loca plena timoris, per Chaos hoc ingens vastique silentia regni, Eurydices, oro, properata retexite fata. ;genitivo;Singular;;plenus;NO;retego;SÍ
672;odium;Ovidio;rem. 793;verso;s. I d.C.;"At certe, quamvis odio remanente, saluta;Oscula cum poteris iam dare, sanus eris";ablativo;Singular;;remanens;SÍ;remaneo;SÍ
679;laetitia;Ovidio;Epist. 16, 6;verso;s. I d. C;"ille quidem lateat malim, dum tempora dentur / laetitiae mixtos non habitura metus, / sed male dissimulo; quis enim celaverit ignem, / lumine qui semper proditur ipse suo?";dativo;Singular;;mixtus;SÍ;misceo;SÍ
689;laetitia;Ovidio;Pont. 3, 3, 86;verso;s. I d. C;Neue moram timeas, tempus quod quaerimus instat / cunctaque laetitiae plena triumphus habet.;genitivo;Singular;;plenus;NO;habeo;SÍ
703;timor;Ovidio;Epistulae 17, 26;verso;s. I d. C;"non tamen e facto fructum tulit ille petitum; excepto redii passa timore nihil. ";ablativo;Singular;;passus;SÍ;excipio;SÍ
704;timor;Ovidio;Epistulae ex Ponto 2, 3, 88;verso;s. I d. C;Vltima me tecum uidit maestisque cadentes excepit lacrimas Aethalis Ilua genis, cum tibi quaerenti num uerus nuntius esset adtulerat culpae quem mala fama meae, inter confessum dubie dubieque negantem haerebam pauidas dante timore notas exemploque niuis quam mollit aquaticus auster, gutta per attonitas ibat oborta genas. ;ablativo;Singular;;dans;SÍ;do;SÍ
706;laetitia;Ovidio;Trist. 5, 1, 42;verso;s. I d. C;lenior invicti si sit mihi Caesaris ira, / carmina laetitiae iam tibi plena dabo.;genitivo;Singular;;plenus;NO;do;SÍ
713;timor;Ovidio;Halieutica [sp.] 65;verso;s. I d. C;Altera pars fidens pedibus dat terga sequenti Ut pavidi lepores, ut fulvo tergore dammae Et capto fugiens cervus sine fine timore. ;ablativo;Singular;;captus;SÍ;capio;SÍ
720;gaudium;Petronio;79, 10, 2 ;prosa;s. I d. C;itaque ego ut experrectus pertrectavi gaudio despoliatum torum . ;ablativo;Singular;;despoliatus;SÍ;pertrecto;SÍ
722;timor;Petronio;132, 8, 8;prosa;s. I d. C;ita non potui supplicio caput aperire, sed furciferae mortifero timore lusus ad verba, magis quae poterant nocere, fugi. ;ablativo;Singular;;lusus;SÍ;ludo;SÍ
723;invidia;Petronio;Satyrica 101, 3, 2;prosa;s. I d. C.;inundatus hac Eumolpus invidia iurat per deos deasque se neque scire quid acciderit nec ullum dolum malum consilio adhibuisse, sed mente simplicissima et vera fide in navigium comites induxisse, quo ipse iam pridem fuerit usurus. ;ablativo;singular;;inundatus;SÍ;inundo;SÍ
725;gaudium;Petronio;131, 7, 2;prosa;s. I d. C;at illa gaudio exultans ívidesí inquit íChrysis mea, vides, quod aliis leporem excitavi? ;ablativo;Singular;;exultans;SÍ;exsulto;SÍ
726;gaudium;Petronio;128, 6, 7;prosa;s. I d. C;"nocte soporifera veluti cum somnia ludunt errantes oculos effossaque protulit aurum in lucem tellus: versat manus improba furtum thesaurosque rapit; sudor quoque perluit ora et mentem timor altus habet, ne forte gravatum excutiat gremium secreti conscius auri: mox ubi fugerunt elusam gaudia mentem veraque forma redit, animus quod perdidit optat atque in praeterita se totus imagine versat ";ablativo;Singular;;elusus;SÍ;eludo;SÍ
727;gaudium;Petronio;87,8;prosa;s. I d. C;utcumque igitur inter anhelitus sudoresque tritus, quod voluerat accepit, rursusque in somnum decidi gaudio lassus. ;ablativo;Singular;;lassus;SÍ;decido;SÍ
728;gaudium;Petronio;91, 2, 2;prosa;s. I d. C;convertit ille solutum gaudio vultum et ímiserereí inquit ífrater. ;ablativo;Singular;;solutus;SÍ;converto;SÍ
731;gaudium;Plauto;Trinummus 1119;verso;s. II a. C.;{LYSITELES} Hic homóst omnium hominum praécipuos, / voluptátibus gaudiisque ántepotens: / ita cómmoda quae cupio éveniunt, / quod ago ádsequitur, subest, súbsequitur, / ita gaúdiis gaudium súppeditat.;ablativo;Plural;;antepotens;SÍ;suppedito;SÍ
748;laetitia;Plauto;Stich. 276;verso;s. II a. C.;ítaque onustum péctus porto laétitia lubéntiaque / néque lubet nisi gloriose quicquam proloqui profecto.;ablativo;Singular;;onustus;SÍ;porto;SÍ
749;gaudium;Plauto;Asinaria 282;verso;s. II a. C.;sed si mecum occasionem opprimere hanc, quae obvenit, studet, / maximas opimitates, gaudio exfertissimas / suis eris ille una mecum pariet, gnatoque et patri, / adeo ut aetatem ambo ambobus nobis sint obnoxii, / nostro devincti beneficio.;ablativo;Singular;;exfertissimus;SÍ;pario;SÍ
752;laetitia;Plauto;Merc. 844;verso;s. II a. C.;ecquisnam deus est, qui mea nunc laetus laetitia fuat?;ablativo;Singular;;laetus;NO;laetor;SÍ
